,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,fibroblast,CL:0000057,Adult 1_2,male,unknown,66-year-old human stage,358,13.514533786334464
1,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,glial cell,CL:0000125,Adult 1_2,male,unknown,66-year-old human stage,166,6.266515666289166
2,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,gut endothelial cell,CL:0000131,Adult 1_2,male,unknown,66-year-old human stage,108,4.077010192525481
3,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,secretory cell,CL:0000151,Adult 1_2,male,unknown,66-year-old human stage,70,2.6425066062665157
4,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,enteroendocrine cell,CL:0000164,Adult 1_2,male,unknown,66-year-old human stage,9,0.33975084937712347
5,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,myofibroblast cell,CL:0000186,Adult 1_2,male,unknown,66-year-old human stage,162,6.115515288788222
6,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,macrophage,CL:0000235,Adult 1_2,male,unknown,66-year-old human stage,111,4.190260475651189
7,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,B cell,CL:0000236,Adult 1_2,male,unknown,66-year-old human stage,48,1.8120045300113252
8,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,dendritic cell,CL:0000451,Adult 1_2,male,unknown,66-year-old human stage,2,0.07550018875047187
9,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,monocyte,CL:0000576,Adult 1_2,male,unknown,66-year-old human stage,1,0.03775009437523594
10,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,enterocyte,CL:0000584,Adult 1_2,male,unknown,66-year-old human stage,662,24.990562476406193
11,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,pericyte,CL:0000669,Adult 1_2,male,unknown,66-year-old human stage,29,1.0947527368818422
12,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,gut absorptive cell,CL:0000677,Adult 1_2,male,unknown,66-year-old human stage,6,0.22650056625141565
13,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,leukocyte,CL:0000738,Adult 1_2,male,unknown,66-year-old human stage,24,0.9060022650056626
14,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,erythroid lineage cell,CL:0000764,Adult 1_2,male,unknown,66-year-old human stage,22,0.8305020762551907
15,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,plasmacytoid dendritic cell,CL:0000784,Adult 1_2,male,unknown,66-year-old human stage,2,0.07550018875047187
16,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,naive T cell,CL:0000898,Adult 1_2,male,unknown,66-year-old human stage,1,0.03775009437523594
17,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,group 3 innate lymphoid cell,CL:0001071,Adult 1_2,male,unknown,66-year-old human stage,4,0.15100037750094375
18,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,interstitial cell of Cajal,CL:0002088,Adult 1_2,male,unknown,66-year-old human stage,147,5.549263873159683
19,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,neural cell,CL:0002319,Adult 1_2,male,unknown,66-year-old human stage,12,0.4530011325028313
20,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,enteric smooth muscle cell,CL:0002504,Adult 1_2,male,unknown,66-year-old human stage,99,3.737259343148358
21,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,inhibitory motor neuron,CL:0008015,Adult 1_2,male,unknown,66-year-old human stage,25,0.9437523593808984
22,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,transit amplifying cell of colon,CL:0009011,Adult 1_2,male,unknown,66-year-old human stage,9,0.33975084937712347
23,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,transit amplifying cell of small intestine,CL:0009012,Adult 1_2,male,unknown,66-year-old human stage,76,2.8690071725179314
24,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,intestinal crypt stem cell of large intestine,CL:0009016,Adult 1_2,male,unknown,66-year-old human stage,18,0.6795016987542469
25,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,intestinal crypt stem cell of small intestine,CL:0009017,Adult 1_2,male,unknown,66-year-old human stage,12,0.4530011325028313
26,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,progenitor cell,CL:0011026,Adult 1_2,male,unknown,66-year-old human stage,72,2.7180067950169877
27,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1,intestine goblet cell,CL:0019031,Adult 1_2,male,unknown,66-year-old human stage,394,14.873537183842961
